Name;Length;WingSpan;WingArea;EmptyMass;MaxFuelMass;CritAirSpd;CritAirSpdMach;CritGearSpd;CombatFlaps;TakeoffFlaps;CritFlapsSpd;CritWingOverload;NumEngines;RPM;MaxNitro;NitroConsum;CritAoA
lagg-3-34;8.84400;9.80000;17.62000;2838.00000;211.00000;700.00000;0.80000;450.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-137327.0,183103.0;1.00000;500,2700,3000;0.00000;0.00000;17.0,-12.0,15.3,-10.0
lagg-3-35;8.84400;9.80000;17.62000;2640.00000;211.00000;700.00000;0.80000;450.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-139356.0,185808.0;1.00000;500,2700,3000;0.00000;0.00000;17.0,-12.0,15.3,-10.0
lagg-3-4;8.84400;9.80000;17.62000;2838.00000;350.00000;700.00000;0.80000;350.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-137327.0,183103.0;1.00000;500,2700,3000;0.00000;0.00000;15.8,-14.0,14.3,-10.0
lagg-3-66;8.84400;9.80000;17.62000;2490.00000;211.00000;700.00000;0.80000;450.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-139356.0,185808.0;1.00000;500,2700,3000;0.00000;0.00000;17.0,-12.0,15.3,-10.0
lagg-3-8;8.84400;9.80000;17.62000;2890.00000;350.00000;700.00000;0.80000;350.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-137327.0,183103.0;1.00000;500,2700,3000;0.00000;0.00000;17.0,-12.0,15.3,-10.0
lagg-i-301;8.84400;9.80000;17.62000;2834.00000;275.44000;700.00000;0.80000;350.00000;20.00000;33.00000;0.1,460.0,1.0,280.0;-137327.0,183103.0;1.00000;500,2700,3000;0.00000;0.00000;17.0,-12.0,15.3,-10.0
lagg_gu-37;8.81000;9.80000;17.62000;2644.00000;0.00000;640.00000;0.80000;0.00000;0.00000;33.00000;;-209247.0,209247.0;1.00000;500,2700,2900;0.00000;0.00000;17.5,-12.0,17.0,-10.0
lancaster_mk1;21.18360;31.08960;111.94800;17876.00000;7050.00000;608.00000;0.63000;338.00000;20.00000;33.00000;0.1,440.0,0.5,338.0,1.0,282.0;-420100.0,630100.0;4.00000;450,3001,3150;0.00000;0.00000;16.0,-15.5,14.5,-13.0
lancaster_mk3;21.18360;31.08960;111.94800;17897.00000;7050.00000;608.00000;0.63000;338.00000;20.00000;33.00000;0.1,440.0,0.5,338.0,1.0,282.0;-420100.0,630100.0;4.00000;450,3001,3150;0.00000;0.00000;16.0,-15.5,14.5,-13.0
lancaster_mr7_france;21.18360;31.08960;111.94800;17790.00000;7050.00000;608.00000;0.63000;338.00000;20.00000;33.00000;0.1,440.0,0.5,338.0,1.0,282.0;-420100.0,630100.0;4.00000;450,3001,3150;0.00000;0.00000;16.0,-15.5,14.5,-13.0
late_298d;12.56000;15.50000;31.60000;3085.00000;367.20000;450.00000;0.63000;550.00000;20.00000;33.00000;0.1,520.4,1.0,320.4;-127138.0,171757.0;1.00000;450,2401,2590;0.00000;0.00000;17.0,-14.5,16.5,-13.0
leo_451_early;17.17000;22.52000;55.30000;7820.00000;2100.00000;550.00000;0.52000;340.00000;20.00000;33.00000;0.1,400.0,1.0,270.0;-272317.0,363090.0;2.00000;450,2650,2850;0.00000;0.00000;15.0,-14.2,14.4,-12.2
leo_451_late;17.17000;22.52000;55.30000;7820.00000;2100.00000;550.00000;0.52000;340.00000;20.00000;33.00000;0.1,400.0,1.0,270.0;-272317.0,363090.0;2.00000;450,2650,2850;0.00000;0.00000;15.0,-14.2,14.4,-12.2
li-2;19.64700;28.81300;91.70000;8994.00000;1160.00000;600.00000;0.73000;310.00000;0.00000;33.00000;0.1,480.0,1.0,280.0;-173215.0,247450.0;2.00000;450,2200,2350;0.00000;0.00000;16.2,-14.0,15.1,-17.0
lightning_f6;16.84000;10.62000;42.60000;13650.00000;4539.00000;1361.00000;2.20000;463.00000;0.00000;33.00000;0.1,720.0,1.0,463.0;-550000.0,1000000.0;2.00000;2750,8000,10000;0.00000;0.00000;31.1,-31.0,33.8,-32.0
lincoln_b2;23.86500;36.57600;132.00000;20225.00000;9340.00000;612.00000;0.63000;341.00000;20.00000;33.00000;0.1,420.0,1.0,296.0;-295000.0,587500.0;4.00000;450,3000,3180;0.00000;0.00000;16.0,-15.5,14.5,-13.0
loire_130;11.30000;16.00000;40.08000;2290.00000;503.00000;400.00000;0.63000;550.00000;0.00000;0.00000;0.1,520.4,1.0,320.4;-127138.0,101120.0;1.00000;450,2600,2850;0.00000;0.00000;17.0,-14.5,16.5,-13.0
lynx_ah_mk1;16.00000;4.50000;3.20000;2682.00000;973.00000;460.00000;0.79000;420.00000;0.00000;0.00000;;-70000.0,130000.0;2.00000;16000,27200,36000;0.00000;0.00000;28.6,-28.0,22.6,-21.0
martin_139wc;13.63000;21.50000;63.00000;4931.00000;1354.00000;564.00000;0.65000;235.00000;20.00000;33.00000;0.1,340.0,1.0,235.0;-110000.0,220500.0;2.00000;400,2100,2450;0.00000;0.00000;15.0,-13.0,14.5,-12.0
maryland_mk1;14.22400;18.69400;49.84200;5332.00000;1008.00000;574.00000;0.72000;278.00000;20.00000;33.00000;0.1,340.0,1.0,210.0;-123100.0,295500.0;2.00000;550,2700,3060;0.00000;0.00000;16.2,-15.5,14.8,-13.0
mb_151c1;9.10400;10.68000;16.22000;2097.00000;306.00000;830.00000;0.81000;310.00000;0.00000;0.00000;0.1,470.0,1.0,270.0;-209247.0,209247.0;1.00000;400,2400,2580;0.00000;0.00000;17.0,-16.0,16.5,-13.0
mb_152c1;9.10400;10.68000;16.22000;2251.00000;305.00000;830.00000;0.81000;310.00000;0.00000;0.00000;0.1,470.0,1.0,270.0;-209247.0,209247.0;1.00000;400,2400,2520;0.00000;0.00000;17.0,-16.0,16.5,-13.0
mb_157;9.70000;10.68000;16.61000;2675.00000;345.00000;810.00000;0.81000;340.00000;20.00000;33.00000;0.1,470.0,1.0,270.0;-139973.0,186631.0;1.00000;450,2600,2800;0.00000;0.00000;17.0,-16.0,16.5,-13.0
mb_162;22.16000;28.40000;107.00000;11212.00000;4850.00000;560.00000;0.65000;280.00000;20.00000;33.00000;0.1,340.0,0.5,300.0,1.0,260.0;-275170.0,458618.0;4.00000;450,2400,2650;0.00000;0.00000;17.6,-17.7,16.0,-15.0
mb_174_a3;12.23000;17.92000;38.55000;5087.00000;1222.00000;680.00000;0.75000;280.00000;20.00000;33.00000;0.1,340.0,0.5,300.0,1.0,260.0;-175596.0,386311.0;2.00000;450,2400,2650;0.00000;0.00000;17.6,-17.7,16.0,-15.0
mb_175t;12.05000;17.96000;42.42000;5480.00000;1530.00000;680.00000;0.75000;280.00000;20.00000;33.00000;0.1,340.0,0.5,300.0,1.0,260.0;-175596.0,386311.0;2.00000;450,2400,2650;0.00000;0.00000;17.6,-17.7,16.0,-15.0
mb_5;11.50000;10.66000;24.30000;4500.00000;698.00000;890.00000;0.87000;330.00000;0.00000;0.00000;0.0,450.0,0.3,370.0,1.0,273.0;-150000.0,295000.0;1.00000;450,2750,3100;0.00000;0.00000;18.0,-17.0,17.2,-20.0
mbr-2;13.50000;18.80000;54.40000;3036.00000;812.20000;405.00000;0.60000;450.00000;20.00000;33.00000;0.1,520.4,1.0,320.4;-83000.0,166600.0;1.00000;400,1850,2900;0.00000;0.00000;14.5,-13.5,13.0,-13.5
mc-202;8.85000;10.58000;16.67000;2622.00000;307.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;400,2500,2600;0.00000;0.00000;17.5,-14.0,16.0,-18.0
mc-202_d;8.85000;10.58000;16.67000;2586.00000;307.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;400,2500,2600;0.00000;0.00000;17.5,-14.0,16.0,-18.0
mc-202_ec;8.85000;10.58000;16.67000;2713.00000;307.00000;820.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;400,2500,2600;0.00000;0.00000;17.5,-14.0,16.0,-18.0
mc-205_n2;9.54900;11.25000;19.00000;3188.00000;365.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;500,2800,3150;0.00000;0.00000;17.5,-12.0,16.0,-18.0
mc-205_serie1;8.85000;10.58000;16.67000;2805.00000;307.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;500,2800,3150;0.00000;0.00000;17.5,-14.0,16.0,-18.0
mc-205_serie3;8.85000;10.58000;16.67000;2894.00000;307.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-87000.0,227000.0;1.00000;500,2800,3150;0.00000;0.00000;17.5,-14.0,16.0,-18.0
mc200_serie3;8.19600;10.58000;16.67000;2050.00000;197.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-82061.0,177017.0;1.00000;600,2520,3000;0.00000;0.00000;16.5,-14.0,15.0,-18.0
mc200_serie7;8.19600;10.58000;16.67000;2105.00000;286.00000;845.00000;0.81000;300.00000;20.00000;33.00000;0.1,600.0,0.5,340.0,1.0,260.0;-85641.0,192978.0;1.00000;600,2520,3000;0.00000;0.00000;17.5,-14.0,16.0,-18.0
md_450b_barougan;9.56000;12.29000;23.52000;4800.00000;1184.00000;1030.00000;0.87000;450.00000;20.00000;33.00000;0.1,650.0,1.0,450.0;-162000.0,294000.0;1.00000;5000,16000;0.00000;0.00000;18.5,-14.0,14.5,-16.0
md_450b_ouragan;9.56000;12.29000;23.52000;4750.00000;1184.00000;1030.00000;0.87000;450.00000;20.00000;33.00000;0.1,650.0,1.0,450.0;-162000.0,294000.0;1.00000;5000,16000;0.00000;0.00000;18.5,-14.0,14.5,-16.0
md_452_mystere_2a;12.24300;11.33000;30.24000;5540.00000;1400.00000;1108.00000;0.98000;450.00000;20.00000;33.00000;0.1,650.0,1.0,450.0;-182000.0,400000.0;1.00000;5000,14000;0.00000;0.00000;18.5,-14.0,14.5,-16.0
md_452_mystere_2c_preproduction;12.24300;11.33000;30.24000;5900.00000;1400.00000;1108.00000;0.98000;450.00000;20.00000;33.00000;0.1,650.0,1.0,450.0;-182000.0,420000.0;1.00000;2750,10000;0.00000;0.00000;18.5,-14.0,14.5,-16.0
md_454_mystere_4a;12.90000;10.51400;32.00000;5920.00000;1660.00000;1166.00000;1.05000;447.00000;0.00000;33.00000;0.2,620.0,1.0,408.0;-185500.0,425500.0;1.00000;3750,11000,13000;0.00000;0.00000;20.0,-16.0,-17.0,18.0
md_460;13.90000;10.51400;35.00000;7260.00000;1830.00000;1265.00000;1.47000;447.00000;20.00000;33.00000;0.2,620.0,1.0,435.0;-175500.0,485500.0;1.00000;2750,8500,8700;0.00000;0.00000;20.0,-16.0,18.0,-17.0
md_460_saar;14.60000;10.51400;35.00000;6970.00000;1830.00000;1265.00000;1.47000;447.00000;20.00000;33.00000;0.2,620.0,1.0,435.0;-175500.0,485500.0;1.00000;4600,12060,12410;0.00000;0.00000;20.0,-16.0,18.0,-17.0
md_460_sambad;13.90000;10.51400;35.00000;7260.00000;1830.00000;1265.00000;1.47000;447.00000;20.00000;33.00000;0.2,620.0,1.0,435.0;-175500.0,485500.0;1.00000;2750,8500,8700;0.00000;0.00000;20.0,-16.0,18.0,-17.0
md_500_tow_late;16.00000;4.00000;0.60000;796.00000;192.00000;300.00000;0.60000;320.00000;0.00000;0.00000;;-40000.0,83000.0;1.00000;2000,6000,8200;0.00000;0.00000;28.6,-28.0,22.6,-21.0
me-163b-0;5.92000;9.30000;19.60000;1900.00000;2010.00000;1040.00000;1.05000;550.00000;0.00000;0.00000;0.1,620.4,1.0,420.4;-91280.0,191280.0;1.00000;100,2600;0.00000;0.00000;18.0,-18.0,17.0,-17.0
me-163b;5.92000;9.30000;19.60000;1900.00000;2010.00000;1040.00000;1.05000;550.00000;0.00000;0.00000;0.1,620.4,1.0,420.4;-91280.0,191280.0;1.00000;100,2600;0.00000;0.00000;18.0,-18.0,17.0,-17.0
me-262a-1a;10.58000;12.50000;21.78000;4280.00000;1950.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262a-1a_early;10.58000;12.50000;21.78000;4280.00000;1463.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262a-1a_u4;10.58000;12.50000;21.78000;4280.00000;1950.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262a-1b;10.58000;12.50000;21.78000;4280.00000;1950.00000;1050.00000;0.95000;450.00000;0.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;3000,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262a-2a;10.58000;12.50000;21.78000;4080.00000;1950.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262a_1_u1;10.58000;12.50000;21.78000;4550.00000;1950.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,580.4,1.0,380.4;-149812.0,329812.0;2.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262c-1a;10.58000;12.50000;21.78000;4995.00000;833.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,520.4,1.0,320.4;-149812.0,319812.0;3.00000;2700,9000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-262c-2b;10.58000;12.50000;21.78000;4775.00000;833.00000;1050.00000;0.95000;450.00000;20.00000;33.00000;0.1,520.4,1.0,320.4;-149812.0,319812.0;4.00000;3000,11000;0.00000;0.00000;17.5,-13.3,14.0,-22.0
me-410a-1;12.15000;16.40000;36.80000;7534.00000;1679.00000;750.00000;0.75000;350.00000;20.00000;33.00000;0.1,480.0,1.0,280.0;-209000.0,560000.0;2.00000;500,3200;70.00000;0.01950;17.5,-16.5,16.5,-15.0
me-410a-1_u4;12.15000;16.40000;36.80000;7534.00000;1679.00000;750.00000;0.75000;350.00000;20.00000;33.00000;0.1,480.0,1.0,280.0;-209000.0,560000.0;2.00000;500,3200;70.00000;0.01950;17.5,-16.5,16.5,-15.0
me-410b-1;12.15000;16.40000;36.80000;7534.00000;1679.00000;750.00000;0.75000;350.00000;20.00000;33.00000;0.1,480.0,1.0,280.0;-209000.0,560000.0;2.00000;500,3200;70.00000;0.01950;17.5,-16.5,16.5,-15.0
me-410b-2_u4;12.15000;16.40000;36.80000;7534.00000;1679.00000;750.00000;0.75000;350.00000;20.00000;33.00000;0.1,480.0,1.0,280.0;-209000.0,560000.0;2.00000;500,3200;70.00000;0.01950;17.5,-16.5,16.5,-15.0
me-410b-6_r3;12.15000;16.40000;36.80000;7534.00000;1679.00000;750.00000;0.75000;350.00000;20.00000;33.00000;0.1,480.0,1.0,280.0;-209000.0,560000.0;2.00000;500,3200;70.00000;0.01950;17.5,-16.5,16.5,-15.0
me_264;20.90000;39.00000;118.00000;21150.00000;17300.00000;609.00000;0.64000;309.00000;20.00000;33.00000;0.1,380.0,1.0,290.0;-532000.0,1064000.0;4.00000;1354,3250,3650;2500.00000;0.70000;17.5,-17.0,17.0,-14.0
meteor_fmk3;12.62000;13.11000;34.68000;4280.00000;1200.00000;850.00000;0.83000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-130238.0,280238.0;2.00000;5000,16500,17000;0.00000;0.00000;16.5,-13.0,14.0,-12.0
meteor_fmk3_navy;12.62000;13.11000;34.68000;5515.00000;1200.00000;850.00000;0.83000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-130238.0,290238.0;2.00000;8000,14700,15500;0.00000;0.00000;16.5,-13.0,14.0,-12.0
meteor_fmk4_lw;12.62000;13.11000;34.68000;5515.00000;1200.00000;999.00000;0.86000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-170238.0,320238.0;2.00000;8000,14700,15500;0.00000;0.00000;16.5,-13.0,14.0,-12.0
meteor_fmk4_sw;12.62000;11.23000;32.56000;5515.00000;1200.00000;999.00000;0.86000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-190238.0,370238.0;2.00000;8000,14700,15500;0.00000;0.00000;17.0,-13.0,14.0,-12.0
meteor_fmk8;12.62000;11.23000;32.56000;5382.00000;1524.00000;999.00000;0.89000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-170238.0,390238.0;2.00000;8000,14700,15500;0.00000;0.00000;17.0,-13.0,14.0,-12.0
meteor_fmk8_belgium;12.62000;11.23000;32.56000;5382.00000;2901.00000;999.00000;0.89000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-170238.0,390238.0;2.00000;8000,14700,15500;0.00000;0.00000;17.0,-13.0,14.0,-12.0
meteor_fmk8_reaper;12.62000;11.23000;32.56000;5382.00000;1524.00000;999.00000;0.89000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-170238.0,390238.0;2.00000;8000,14700,15500;0.00000;0.00000;17.0,-13.0,14.0,-12.0
meteor_nfmk13;14.80000;13.10000;34.68000;5890.00000;1524.00000;999.00000;0.89000;390.00000;20.00000;33.00000;0.1,520.4,1.0,290.0;-170238.0,390238.0;2.00000;8000,14700,15500;0.00000;0.00000;17.0,-13.0,14.0,-12.0
mh_60l_dap;16.00000;5.80000;3.00000;5690.00000;1110.00000;460.00000;0.79000;420.00000;0.00000;0.00000;;-70000.0,130000.0;2.00000;12500,20900,30000;0.00000;0.00000;28.6,-28.0,29.6,-28.0
mi-35;17.51000;6.40000;4.80000;8350.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_24a;17.51000;6.40000;6.60000;8100.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_24p;17.51000;6.40000;6.60000;8500.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_24p_german;17.51000;6.40000;6.60000;8500.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_24v;17.51000;6.40000;6.60000;8500.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_28a_sweden;17.51000;4.86000;1.80000;8420.00000;1680.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_28n;17.51000;4.86000;1.80000;8550.00000;1680.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_28nm;17.51000;4.86000;1.80000;8750.00000;1680.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_35m;17.51000;6.40000;4.80000;8350.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_35m_pakistan;17.51000;6.40000;4.80000;8350.00000;2241.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_4av;17.51000;3.20000;1.20000;5900.00000;825.00000;450.00000;0.79000;420.00000;0.00000;0.00000;;-100000.0,250000.0;1.00000;600,2400,6000;0.00000;0.00000;28.6,-28.0,22.6,-21.0
mi_8amtsh;18.30000;6.40000;1.20000;6900.00000;1496.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_8amtsh_vn;18.30000;6.40000;1.20000;7500.00000;1496.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;7000,15000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_8tb;18.30000;6.40000;1.20000;6900.00000;1440.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;5000,12000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mi_8tv;18.30000;6.40000;1.20000;6900.00000;1440.00000;520.00000;0.79000;420.00000;0.00000;0.00000;;-300000.0,500000.0;2.00000;5000,12000,20000;0.00000;0.00000;25.6,-28.0,22.6,-21.0
mig-15;10.10000;10.08000;20.60000;3648.00000;1162.00000;1132.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-162000.0,294000.0;1.00000;5000,11561,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-15_ns23;10.10000;10.08000;20.60000;3508.00000;1210.00000;1132.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-124001.0,290001.0;1.00000;5000,12300,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-15bis_ish;10.10000;10.08000;20.60000;3768.00000;1162.00000;1132.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-162000.0,294000.0;1.00000;5000,11561,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-17;11.26400;9.60000;22.60000;3868.00000;1172.00000;1150.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-134001.0,315000.0;1.00000;5000,11561,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-17f;11.26400;9.60000;22.60000;4022.00000;1172.00000;1150.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-138001.0,318000.0;1.00000;5000,11561,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-17p_lim_5p;11.26400;9.60000;22.60000;4022.00000;1171.00000;1150.00000;1.10000;450.00000;0.00000;33.00000;0.1,650.0,1.0,450.0;-138001.0,318000.0;1.00000;5000,11561,16000;0.00000;0.00000;17.0,-14.0,12.5,-16.0
mig-19;13.02000;9.00000;25.16000;5750.00000;1800.00000;1260.00000;1.68000;577.00000;0.00000;33.00000;0.2,700.0,0.3,500.0,1.0,450.0;-215000.0,435000.0;2.00000;4100,11195,11600;0.00000;0.00000;22.0,-21.0,16.0,-17.0
mig-19j_6a;13.02000;9.00000;25.16000;5750.00000;1800.00000;1260.00000;1.68000;577.00000;0.00000;33.00000;0.2,700.0,0.3,500.0,1.0,450.0;-215000.0,435000.0;2.00000;4100,11195,11600;0.00000;0.00000;22.0,-21.0,16.0,-17.0
mig-19s;12.54000;9.00000;25.16000;5447.00000;1800.00000;1260.00000;1.68000;577.00000;0.00000;33.00000;0.2,700.0,0.3,500.0,1.0,450.0;-215000.0,435000.0;2.00000;4100,11195,11600;0.00000;0.00000;22.0,-21.0,16.0,-17.0
mig-21_bis;14.10000;7.15000;22.98000;6030.00000;3588.00000;1365.00000;2.21000;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_bis_lazur;14.10000;7.15000;22.98000;6030.00000;3588.00000;1365.00000;2.21000;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_bison;14.10000;7.15000;22.98000;6030.00000;3588.00000;1365.00000;2.21000;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_f13;14.10000;7.15000;22.98000;5110.00000;2426.00000;1260.00000;2.20000;700.00000;0.00000;33.00000;0.1,740.0,1.0,450.4;-210000.0,425810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_mf;14.10000;7.15000;22.98000;5860.00000;3484.00000;1365.00000;2.20500;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_pfm;14.10000;7.15000;22.98000;5590.00000;2556.00000;1365.00000;2.20000;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-210000.0,425810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_s;14.10000;7.15000;22.98000;5860.00000;3484.00000;1365.00000;2.20500;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-21_smt;14.10000;7.15000;22.98000;5950.00000;3853.00000;1365.00000;2.20500;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig-9;9.75000;10.00000;18.20000;3505.00000;1289.00000;1020.00000;0.89000;380.00000;0.00000;33.00000;0.1,480.0,1.0,300.0;-120000.0,290000.0;2.00000;3000,11000;0.00000;0.00000;15.4,-14.0,14.0,-17.0
mig-9_ussr;9.75000;10.00000;18.20000;3655.00000;1289.00000;1020.00000;0.89000;380.00000;0.00000;33.00000;0.1,480.0,1.0,300.0;-120000.0,290000.0;2.00000;3000,11000;0.00000;0.00000;15.4,-14.0,14.0,-17.0
mig_21_bis_finland;14.10000;7.15000;22.98000;6030.00000;3056.00000;1365.00000;2.21000;700.00000;0.00000;55.00000;0.1,740.0,1.0,450.4;-270000.0,475810.0;1.00000;3000,11500,14000;0.00000;0.00000;30.0,-22.0,28.0,-25.0
mig_23bn;16.70000;0.0,14.0,0.5,11.5,1.0,7.8;0.0,37.0,0.5,36.0,1.0,34.0;10800.00000;5320.00000;0.0,840.0,0.5,1155.0,1.0,1417.0;0.0,0.8,0.5,1.8,1.0,1.8;630.00000;0.00000;50.00000;0.2,700.0,0.3,570.0,1.0,473.0;0.0,-270000.0,710000.0,0.5,-295000.0,820000.0,1.0,-295000.0,820000.0;1.00000;3995,8550,9100;0.00000;0.00000;0.0,19.5,-16.0,17.5,-14.0,0.5,23.5,-18.0,21.5,-16.0,1.0,35.0,-24.0,35.0,-22.0
